,맛_음식,상품명
478,"애피소드 상그리아, 500ml, 3.5% 사과의 상쾌함과 달콤한 레드 와인의 조합. 남녀노소 누구나 즐길 수 있는 무난한 과실주이다. 겨울에는 뜨끈하게 데워서 마셔도 좋을 맛이며, 쿠키 등과도 잘 어울린다.",애피소드 상그리아
479,"애피소드 호프, 500ml, 3.5% 사과가 주는 청량함과 홉이 주는 향긋함이 그대로 살아있는 경쾌함이 살아 있는 애플 사이다이다. 홉이 주는 아로마와 탄산이 주는 청량감으로 치킨 및 닭강정, 튀김류와도 상당히 잘 맞는다.",애피소드 호프
480,"시인의 마을 우리쌀 막걸리, 750ml, 10% 묵직한 막걸리 원액과 같은 느낌으로 진한 쌀 향이 올라온다. 얼음을 타서 온더록으로 마시는 것도 추천한다. 밥과 같은 쌀막걸리인 만큼 금강에서 잡히는 민물고기 매운탕과 같이 먹는 것이 좋다. 물론 밀 막걸리 만큼은 아니지만 원액에 가까운 만큼 묵직한 맛을 자랑하니, 식감이 가벼운 도토리묵, 겉절이, 나물 등도 좋다.",시인의 마을 우리쌀 막걸
481,"예밀와인 레드 드라이, 750ml, 13% 붉은 흑진주의 색을 닮은 예밀와인은 드라이와 스위트 두 가지 맛이 함께 출시되고 있다. 드라이는 맛과는 다르게 붉은 벨리류에서 나는 달콤한 딸기향이 가득해 향만으로도 사람의 입맛을 자극한다. 그러나 입 안에 들어가면 드라이 버전 답게 매우 담백하고 단맛이 적어 양념이 되지 않은 구은 고기류의 음식과 함께 마시기 좋다.",예밀와인 레드 드라이
482,"설하담, 950ml / 475ml, 8% 설하담은 누구나 맛있게 즐길 수 있는 술이다. 플라스틱 용기를 사용하지만 기존 막걸리 용기와는 다른 젊은 사람들이 매우 좋아할 만한 디자인을 적용하였다. 감미료가 들어가 있지만 인위적이지 않으며, 술을 마시고 난 후에 잔여 향기가 입 안에 오래 남는데 그 느낌이 매우 매력적이다. 양념된 돼지고기와 잘 어울린다.",설하담
483,"흑돈주, 365ml, 16% 제주본초협동조합에서 황칠나무와 잎을 넣어서 빚은 술이 황칠주와 흑돈주이다. 황칠주는 30년산 황칠나무 잎을 넣은 술이고 흑돈주는 제주산 황칠나무를 활용해 약간의 차이를 주고 있다. 적절한 산미와 단맛을 가지고 있고 자극적이지 않아 누구가 편하게 마실 수 있는 술이다. 삼계탕이나 전골류와 잘 어울리는 술이다.",흑돈주
484,"편백숲 산소막걸리, 750ml, 5.2% 연한 아이보리 빛깔을 갖고 있으며 은은한 발효향이 잘 올라온다. 단맛과 신맛의 조화가 잘 갖춰져 있으며 입 안에서의 느낌이 탄산에 의해 매우 경쾌하고 언제든 편하게 마실 수 있는 술이다. 편한 모임자리에서 거부감 없이 편하게 즐길 수 있는 술이다. 청량감과 산미의 조화가 기름진 전이나 고기류와 잘 어울린다.",편백 숲 산소막걸
485,"허니문와인, 375ml, 10% 입안에 머금은 순간 꿀의 맛과 향이 거침없이 올라온다. 기존의 꿀과 다른 점은 진득하지 않다는 것. 맑고 긴 여운을 가진 기분 좋은 단맛이 있다. 사과 향, 배 향도 같이 느껴지는 것도 특징이다. 차게 해서 식전주 및 식후주로 추천한다.",허니문와인
486,"크라테 레드와인 스위트, 750ml, 11.5% 수도산 와이너리에서 나오는 두 가지 스위트 제품 중 하나이다. 붉은 흑진주 색을 가진 레드 스위트는 입 안에 넣는 순간 기분이 좋아지는 단맛을 가지고 있고 그 정도가 지나치지 않다. 처음의 단맛과 뒤에 올라오는 단백함의 조화가 잘 갖춰진 술이다. 양념된 두부조림 등의 음식들과 잘 어울린다.",크라테 레드와인 스위트
487,"예밀와인 레드 스위트, 750ml, 12% 드라이 버전과 마찬가지로 신선한 포도밭에서 나는 향을 맡는 듯 하고 입 안에 들어가면 스위트 의 단어에 어울리는 단맛을 가지고 있어 누구나 쉽게 즐길 수 있는 술이다. 타닌이 강하지 않아 입 안의 느낌이 무겁지 않고 깔끔하게 마무리 된다. 달콤한 디저트 음식과 잘 어울린다.",예밀와인 레드 스위트
488,"시나브로 레드 드라이, 750ml, 12% 맑은 포도의 색 자체를 그대로 보여주는 와인이다. 이름 그대로 단맛이 적은 드라이한 맛을 그대로 가지고 있지만, 부드러운 목 넘김을 가지고 있어서 밸런스가 잘 맞는다고 평할 수 있다. 후미는 길지 않지만, 오히려 이런 부분이 깔끔하게 떨어진다고 평하는 전문가도 있다. 아귀찜, 꽃게무침 등 다소 매운 맛이 있는 해산물과 즐긴다면, 매운맛을 균형 있게 잡아줄 것이라고 보인다.",시나브로 레드 드라이
489,"해방주 38%, 375ml/800ml,18.8%/38% 연한 방풍잎을 이용한 증류주로 물처럼 맑고 투명하다. 도수에 비해 단맛이 있어 부드러우며 연하게 올라오는 산뜻한 잎의 느낌이 매우 좋다. 기름기 있는 전과 아주 잘 어울린다.",해방주 38%
490,"정고집 나주배 약주 9%, 500ml, 9% 당도 높은 배 맛이 그대로 생각나는 맛. 과육없는 배과즙을 먹는 듯 한 느낌도 있지만, 끝에서 느껴지는 약주 특유의 쌀 향도 느껴진다. 담백한 맛의 한우 수육과 즐긴다면, 소고기와 배과즙라는 멋진 궁합을 느낄 수 있다.",정고집 나주배 약주 9%
491,"기다림 34, 500ml, 12% 입안의 향미가 일품이다. 물을 많이 혼합하지 않아 도수(12%)가 높지만 약간의 단맛이 술을 독하지 않고 부드러운 촉감을 느끼게 해준다. 마시고 난 뒤에 올라오는 산미가 기름진 음식들과의 궁합을 잘 만들어 주어 어느 하나 흠이 없는 술이다.",기다림 34
492,"그랑꼬또 M5610, 750ml, 10% 로제 와인답게 옅은 포도색을 가진 와인이다. 향만 맡아도 바로 켐벨 포도 특유의 달콤함이 올라오며 마시면 더욱 단맛이 증폭이 되며 곧 가벼운 새콤함으로 마무리된다. 전체적으로 달콤함이 강조된 와인으로 절대적으로 식전 주, 또는 식후 주가 어울린다. 단맛이 강한 만큼 담백한 요리도 잘 어울릴 듯한데, 프렌치 프라이 및 찐 감자와 함께 즐기면 부족하게 느끼는 단맛을 보충할 듯하다.",그랑꼬또 M5610
493,"해미읍성 매실와인, 500ml, 12% 진한 황금빛의 매실 와인으로 매실청에서 나는 진한 향기가 매력적이다. 단맛이 매우 강하고 산미가 적어 마실 때 얼음에 술을 넣어 희석해 차게 마시는 것을 추천한다. 매실와인이라고 하면 생각되는 산미가 없기 때문에 술에 대한 느낌과 맛이 다르다는 것을 알고 마시는 것이 좋다. 디저트 와인으로 적격이다.",해미읍성 매실와인
494,"배꽃담은 연 생막걸리, 720ml, 10% 같은 양조장에서 나오는 동정춘과는 전혀 다른 맛과 향을 가지고 있다. 술 제조과정에 연잎을 넣은 술로 매우 신선한 향기를 갖고 있으며, 입 안에서 느껴지는 깔끔한 산미가 음식과 조화를 이루게 만들어 준다. 술을 마시고 난 후에 목넘김이 가벼워 누구나 편하게 마실 수 있는 막걸리이다. 낚지 회무침 등과 잘 어울린다.",배꽃담은 연 생막걸
495,"기다림 25, 750ml, 8% 술을 입에 넣으면 맛있는 산미가 입 전체를 채워 음식을 불러 들이는 맛이다. 여기에 고소한 곡물의 느낌이 함께 뒤섞여 오묘한 조화를 가지고 있다. 술을 마시고 난 후에 매우 깔끔하게 마무리가 되어 상쾌한 느낌을 받을 수 있다. 매운 잡채와 잘 어울린다.",기다림 25
496,"그랑꼬또 화이트와인, 750ml, 12% 오렌지 빛깔의 독특한 화이트 와인이다. 입안에 머금는 순간 포도향이 터지는 듯한 질감이 있으며, 오히려 단맛은 많이 없어 세미 스위트 와인 정도로 느껴진다. 잘 어울리는 안주는 대부도 해산물인 조개찜, 조개구이 등도 좋은 메뉴다. 단 국물 요리와 즐기면 포도 자체의 맛이 희석될 수 있으니 가급적 피하는 것이 좋다.",그랑꼬또 화이트와인
497,"기다림 16, 750ml, 9% 기다림 16은 흑미가 들어가 독특한 색을 가지고 있으며, 색깔만큼이나 입 안의 느낌이 매우 부드럽다. 전체적으로 오미의 조화가 잘 갖춰져 있고 적절한 산미가 음식과의 조화를 잘 받쳐주는 술이다. 흰 막걸리와는 다른 재미를 느낄 수 있다. 동래파전과 함께 마시면 그만이다.",기다림 16
498,"볼빨간막걸리 7, 500ml, 7% 연한 살색 빛깔을 갖고 있는 술로 톡 튀는 산미가 매력적인 술이다. 찹쌀을 이용해 술을 빚었지만 농도가 진하지 않고 단맛 보다는 맛있는 산미 때문에 마시고 난 후에 뒷맛이 매우 깔끔하다. 단맛을 좋아하지 않는 사람들에게는 볼빨개지면서 한 없이 마실 수 있는 술이다. 오징어 무침과 잘 어울리다.",볼빨간막걸리 7
499,"막시모40, 500ml, 40% 옅은 담황색의 증류주로 달콤한 사탕과 박하 향기가 코를 자극시킨다. 도수가 높지만 적절한 단맛이 증류주를 부드럽게 만들어주고 입 안에 꽉 차는 시원한 느낌이 매우 좋다. 술을 마시고 난 후에 느껴지는 맛있는 쓴맛은 음식과의 조화를 잘 만들어 준다. 양념 불고기와 잘 어울린다.",막시모40
500,"편백숲 산소막걸리 순수령, 750ml, 5.8% 흰색의 막걸리로 곡물과 효모의 발효향이 은은하게 올라온다. 곡물에서 나온 부드러운 단맛이 입 전체를 꽉 채워준다. 적절한 산미가 입 안을 개운하게 해주고 미세한 곡물가루가 혀에 부드러움을 안겨줘 독특한 느낌을 준다. 술을 잘 마시지 못하는 분들도 맛있게 마실 수 있는 막걸리다. 식사 후 호두나 땅콩 등과 함께하기 좋은 술이다.",편백 숲산소막걸리 순수령
501,"천년담주, 500ml, 15% 맑고 투명한 황색빛깔을 갖은 술로 입 안을 적시는 쓴맛이 묘한 매력을 느끼게 하는 술이다. 단맛과 산미의 조화가 잘 갖춰진 상태에서 술을 마시고 난 후에 입 안에 느껴지는 옅은 쓴맛이 어떤 음식과도 조화를 잘 시킬 수 있는 술이다. 특히, 약재 등을 많이 넣고 삶아 내온 수육과 잘 어울린다.",천년담주
502,"청송 얼음골 동동주, 1,200ml, 6% 막걸리 이름처럼 신선한 청량감이 매우 좋은 술이다. 술을 입에 넣으면 단맛 보다는 산뜻함이 입 전체를 감싸고 목넘김이 매우 깔끔하다. 술을 마시고 난 후에 약간의 쓴맛이 남는데 이것이 음식을 부른다. 탄산에 의한 청량미와 산미가 잘 갖춰져있기 때문에 기름진 김치전, 파전 등이 매우 잘 어울린다.",청송 얼음골 동동주
503,"석탄주 탁주, 500ml, 15% 옅은 아이보리 컬러의 이 탁주는 부드러운 과실향을 간직하고 있다. 전체적으로 매끄러운 맛이 리딩을 하며 마지막에 상큼한 신맛이 다시 한번 입맛을 다시게 해 준다. 과실향이 좋아 식중주보다는 식전주로 어울리며, 술의 향을 방해하지 않는 가벼운 샐러드 등이 잘 어울릴 듯하다.",석탄주 탁주
504,"경기전, 1000ml, 5% 홉의 향이 아로마틱하게 올라온다. IPA를 추구한 맛이란 것을 그대로 알 수 있다. 경쾌함이 있는 천연탄산이 있으며, 후미에서 느껴지는 홉의 잔향이 매력적이다. 맥주에 어울리는 모든 안주와 음식궁합이 잘 맞는다.",경기전
505,"모월 청, 500ml, 16% 엷은 노란빛깔을 갖고 있는 맑은 술로 모월 13%에 비해 쌉싸름한(조금 쓴맛이 있는) 맛이 좀 더 강하게 느껴진다. 13% 모월이 누구나 편하게 즐길 수 있는 술이라면 이 술은 평상시에 술을 즐기는 사람들에게 추천할 만 하다. 음식또한 모월 13%에 비해 맛과 향이 강하기 때문에 담백한 음식보다는 양념된 고기류와 잘 어울린다.",모월 청
506,"해미읍성 살구와인, 500ml, 12% 살구라는 독특한 과일을 이용해 만든 제품이다. 향은 과실향 보다는 견과류 향이 짙게 올라오고 진황색을 가지고 있다. 단맛과 산미의 조화가 잘 갖춰져 있고 살구를 넣었을 때 어떤 맛이 날까? 이런 의문이 드는 분들은 꼭 한 잔 마셔 보길 추천한다. 양념 갈비와 함께 마시면 좋다.",해미읍성 살구와인
507,"포엠 레드 스위트와인, 750ml, 12% 맑은 루비색을 가진 와인이다. 캠벨 포도 특유의 상큼함이 그대로 느껴지는 향을 가지고 있다. 마시는 순간 새콤한 산미가 먼저 시작을 하며, 마지막에 달콤한 맛이 느껴진다. 스위트 계열이긴 하지만, 마냥 달지만은 않고, 가벼운 타닌감의 터치도 느껴진다. 와인을 어려워하는 초심자에게 잘 어울리는 제품으로 기존의 레드와인보다는 다소 칠링을 해서 즐기면 더욱 맛있게 마실 수 있는 맛이다.",포엠 레드 스위트와인
508,"주산지 막걸리, 750ml, 6% 진한 아이보리 빛깔에 고소한 향이 특징이다. 술 맛은 전체적으로 단맛과 신맛의 조화가 잘 갖춰져 있고 입 안의 느낌이 개운하다. 술을 마시고 난 후 약간의 텁텁함이 남는데 이것이 음식을 당기게 한다. 양념된 고기류와 잘 어울린다.",주산지 막걸
509,"해미읍성 모과와인, 500ml, 12% 모과를 넣어 빚은 와인으로 화이트 와인 보다는 조금 진한 은은한 빛을 띄고 있다. 모과의 느낌이 많지는 않지만 발효 후 느껴지는 새로운 향과 맛이 매력적이다. 어느 맛 하나 튀지 않고 오미가 잘 갖춰진 술이며 마시고 난 후에 잔 여운이 오래 간다. 우리가 일상적으로 먹는 집밥에 반주로 매우 적합한 술이다.",해미읍성 모과와인
510,"도로시 머루주, 500ml, 12% 머루 특유의 검붉은 색을 가지고 있다. 향에서 느껴지는 달콤한 향이 이 술이 가진 스위트함을 느끼게 해 준다. 첫 느낌은 단맛으로 시작되지만 마지막은 식욕을 불러오는 산미로 잘 마무리된다. 파주의 술인 만큼 임진강에서 잡히는 메기, 참게 요리에 삼계탕, 오리백숙 등의 보양식과도 잘 어울린다.",도로시 머루주
511,"그랑티그르M1988, 750ml, 12% 캠벨포도 특유의 맑고 청아한 색을 가지고 있는 와인이다. 다섯 가지 맛을 자아내는 오미자가 들어가 매우 독특한 끝 맛이 난다. 단맛은 적지만, 특유의 향과 잔잔한 물결과 같은 목 넘김을 가지고 있다. 탄닌감이 적어서 진한 육류보다는 산채 한정식과 같은 다양한 나물 요리가 잘 어울릴 것이다.",그랑티그르M1988
