,상품명,주종,도수,용량,가격,원재료,제조사,대표자명,주소,연락처,온라인스토어,홈페이지,우리술 품평회,가격수정
513,젤코바 프리미엄와인,과실주,12%,500ml / 750ml,"500ml ￦33,000, 
                                        750ml ￦50,000 (가격은 판매처 별로 상이할 수 있습니다)","국내산 산머루, 
                                        MBA포도",농업회사법인 (주)젤코바와이너리,강창석,경북 상주시 청리면 남상주로 1108-3,054-534-7232,https://shopping.naver.com/fresh/traditionalalcohol/stores/100111080/products/2373817884,,,50000
514,산내울 오미자주,리큐르,16%,750ml,"￦20,000(가격은 판매처 별로 상이할 수 있습니다)","오미자, 
                                        설탕, 
                                        주정, 
                                        정제수, 
                                        과당",거창사과원예농협,윤수현 조합장,경남 거창군 거창읍 거함대로 3452-41,055-945-2544,,http://kcapple.nonghyup.com,,20000
515,한시울,증류식소주,40%,500ml,"￦18,000 (가격은 판매처 별로 상이할 수 있습니다)","국내산 쌀, 
                                        누룩, 
                                        효모, 
                                        구연산, 
                                        정제수",농업회사법인 명세주가(주),오웅진,충북 청주시 상당구 가덕면 한계길 32-5,043-297-6122,,https://mssool.co.kr/,,18000
516,구기홍주 14,약주,14%,360ml / 750ml,"360ml ￦10,000, 
                                        750ml ￦16,000 (가격은 판매처 별로 상이할 수 있습니다)","쌀, 
                                        국, 
                                        구기자추출액, 
                                        올리고당, 
                                        효모, 
                                        효소, 
                                        아세설팜칼륨, 
                                        정제수",두이술공방,이윤범,충남 청양군 대치면 방죽골길 46-19,041-943-7678,https://smartstore.naver.com/arirangjujo/products/4985671701,,,16000
517,대잎 생동동주,탁주,6%,1700ml,"￦2,500 (가격은 판매처 별로 상이할 수 있습니다)","쌀(국내산), 
                                        좁쌀, 
                                        정제효소, 
                                        젖산, 
                                        효모, 
                                        아스파탐, 
                                        영지, 
                                        생각, 
                                        정제수",농업회사법인 (주)죽향도가,장유정,전남 담양군 담양읍 외다길30,061-381-8700,,https://dyricewine.modoo.at/,,2500
518,행운주,청주,12%,750ml,"300ml ￦3,500, 
                                        500ml ￦5,000, 
                                        750ml ￦9,000 (가격은 판매처 별로 상이할 수 있습니다)","백미(국내산), 
                                        밀누룩(국내산), 
                                        정제수, 
                                        종국, 
                                        효모, 
                                        아스파탐",성포양조장,원태연,경남 거제시 사등면 지석3길3,010-3589-5134,,http://성포양조장.kr,,9000
519,마주 소화곡주,일반증류주,41%,500ml,"￦25,000 (가격은 판매처 별로 상이할 수 있습니다)","찹쌀(국내산), 
                                        백미(국내산), 
                                        모싯잎, 
                                        우리밀 누룩, 
                                        정제수, 
                                        홍고추",옥순가 소곡주 마주,고종만,충청남도 서천군 서초면 시초동로 88-1,010-5094-8267,https://smartstore.naver.com/oksoonga/products/4780697995,,,25000
520,추시와인,기타주류,12.5%,750ml,"￦16,000 (가격은 판매처 별로 상이할 수 있습니다)",감(국내산) 100%,양촌감영농조합법인,서종석,충남 논산시 황산벌로 1075-21,041-734-8910,https://shopping.naver.com/fresh/traditionalalcohol/stores/100294111,,,16000
521,예천주 사월24,일반증류주,24%,375ml,"￦22,000 (가격은 판매처 별로 상이할 수 있습니다)","오미자(국내산)증류원액, 
                                        건오미자(국내산)추출액, 
                                        정제수",농업회사법인(주)착한농부,김상선,경북 예천군 용문면 복천길 16-8,054-652-0877,,http://예천주.kr,,22000
522,방문주 탁주,탁주,15%,500ml,"￦6,000 (가격은 판매처 별로 상이할 수 있습니다)","국내산 찹쌀, 
                                        누룩, 
                                        정제수",케이소주 (전주가양주연구소),서승권,전북 전주시 완산구 중산중앙로27. 3층,010-4651-5595,,https://ksoju.modoo.at/,,6000
523,방문주 약주,약주,15%,500ml,"￦7,000 (가격은 판매처 별로 상이할 수 있습니다)","국내산 찹쌀, 
                                        누룩, 
                                        정제수",케이소주 (전주가양주연구소),서승권,전북 전주시 완산구 중산중앙로27. 3층,010-4651-5595,,https://ksoju.modoo.at/,,7000
524,시나브로 드 글로리아,과실주,12%,750ml,"￦25,000 (가격은 판매처 별로 상이할 수 있습니다)",포도(캠벨얼리),불휘농장,이근용,충북 영동군 심천면 약목2길26,043-742-5275,,,,25000
525,필 FEEL,증류식소주,40%,500ml,"￦25,000 (가격은 판매처 별로 상이할 수 있습니다)","백미(국내산), 
                                        누룩, 
                                        효모, 
                                        정제수",농업회사법인 명품안동소주 (주),윤종림,경북 안동시 풍산읍 유통단지길 124-34,054-853-1200,,https://andongsojump.com,,25000
526,감이슬,일반증류주,23%,375ml,"￦10,000 (가격은 판매처 별로 상이할 수 있습니다)",감(국내산) 100%,양촌감영농조합법인,서종석,충남 논산시 황산벌로 1075-21,041-734-8910,https://shopping.naver.com/fresh/traditionalalcohol/stores/100294111,,,10000
527,그랑티그르CE2002,과실주,12%,750ml,"￦40,000 (가격은 판매처 별로 상이할 수 있습니다)",포도(캠벨얼리 100%),월류원 (오드린),박천명,충북 영동군 황간면 남성동3길 4-14,010-2466-7789,https://shopping.naver.com/fresh/traditionalalcohol/stores/100235003,,,40000
528,산내울 복분자주,리큐르,16%,750ml,"￦20,000 (가격은 판매처 별로 상이할 수 있습니다)","복분자, 
                                        설탕, 
                                        주정, 
                                        정제수, 
                                        과당",거창사과원예농협,윤수현 조합장,경남 거창군 거창읍 거함대로 3452-41,055-945-2544,,http://kcapple.nonghyup.com,,20000
529,예천주 사월365,일반증류주,36.5%,375ml,"￦29,000 (가격은 판매처 별로 상이할 수 있습니다)","오미자(국내산)증류원액, 
                                        건오미자(국내산)추출액, 
                                        정제수",농업회사법인(주)착한농부,김상선,경북 예천군 용문면 복천길 16-8,054-652-0877,,http://예천주.kr,,29000
530,두유노,탁주,6%,600ml,"￦6,000 (가격은 판매처 별로 상이할 수 있습니다)","찹쌀(국내산), 
                                        멥살(국내산), 
                                        누룩, 
                                        밀가루",디오케이브루어리,이규민,"서울특별시 강북구 삼양로 455, 1층",010-2481-4707,,https://www.instagram.com/dokbrewery/,,6000
531,서주 16%,약주,16%,400ml,"￦45,000(400ml*2병)(가격은 판매처 별로 상이할 수 있습니다)","백미(국내산), 
                                        감자(국내산), 
                                        누룩, 
                                        효모, 
                                        정제수",오대서주양조,홍성일,강원도 평창군 진부면 영정게길57-1,033-335-7609,,http://www.pcwine.co.kr/main/index,,45000
532,바랑 탁,탁주,15%,375ml,"￦18,000 (가격은 판매처 별로 상이할 수 있습니다)","찹쌀(국내산), 
                                        맵쌀(국내산), 
                                        누룩, 
                                        소맥분, 
                                        정제수",농업회사법인 (주)금계당,서규리,"경북 안동시 일직면 돌고개길 9, 1층",054-853-0128,https://shopping.naver.com/fresh/traditionalalcohol/stores/100501006/products/4652340583,,,18000
533,연천 아주,탁주,8%,750ml,"￦6,000 (가격은 판매처 별로 상이할 수 있습니다)","쌀(국내산), 
                                        누룩, 
                                        정제수",농업회사법인 연천양조(주),박용수,경기도 연천군 마산면 청정로 1738번길 15,031-833-3775,https://smartstore.naver.com/ycbrewery/products/4838366418,,,6000
534,머르드 서 드라이,과실주,13.5%,750ml,"￦35,000 (가격은 판매처 별로 상이할 수 있습니다)",국내산 산머루 100%,산머루농원영농조합법인,서부건,경기도 파주시 윗배우니길 441-25,031-958-4558,,https://sanmeoru.modoo.at,,35000
535,호땅,기타주류,6%,750ml,"￦2,700 (가격은 판매처 별로 상이할 수 있습니다)","쌀(국내산), 
                                        국, 
                                        효모, 
                                        정제수, 
                                        땅콩(국내산)",배혜정도가,배혜정,경기도 화성시 정남면 문학리 674-23,02-3462-7328,https://shopping.naver.com/fresh/traditionalalcohol/stores/100069102/products/4779269464,,,2700
