,정보,상품명
485,아이비영농조합의 허니문와인은 당도는 스위트와인보다 낮고 달콤한 맛을 자아낸다. 임팩트 있는 꽃꿀향과 산뜻한 마무리로 각광 받고 있는 아이스 와인이다. 물 맑고 공기 좋은 천혜의 자연이 살아있는 친환경 농업 특구인 양평에 자리를 잡은 아이비영농조합은 경기도지사 G마크와 미국 FDA 인증으로 검증된 국내 최고 품질의 프리미엄 100% 순수 꽃꿀을 재배하고 있다. 허니문와인의 주재료인 벌꿀은 바로 아이비영농조합의 프리미엄 벌꿀로만 만들어진다.,허니문와인 
486,크라테 레드와인 스위트는 맑은 공기 청정환경에서 자란 유기농 산머루와 포도로 정성껏 빚은 한국와인이다. 산포도라고 불리는 산머루는 비록 포도 보다 열매는 작지만 아시아 원산지 비티스 아무렌 시스 계통의 당도와 산고가 높은 품종이다. 스파이시한 향에 강한 풀바디의 중후함을 느낄 수 있는 레드와인으로 2018년 대한민국 우리술품평회 과실주부문에서 최우수상을 수상하였다.,크라테 레드와인 스위트 
487,예밀와인 레드 스위트는 강원도 영월에 위치한 예밀2리영농조합법인에서 생산하는 한국와인이다. 한국인이 식용으로 애용하는 캠벨얼리 포도품종으로 만든 와인으로 두꺼운 껍질과 단단한 씨 풍부한 과즙으로 한국와인의 맛과 풍미를 담아냈다. 진한 붉은색을 띄고 특유의 산미가 조화를 이루고 있으며 깔끔한 맛이 특징이다. 다른 지역의 캠벨얼리 품종보다 탄닌 성분이 많아 적당한 무게감도 느낄 수 있다.,예밀와인 레드 스위트 
488,시나브로 레드 드라이와인은 한국인이 식용으로 가장 선호하는 포도 품종인 캠벨얼리를 사용하여 만든 한국와인이다. 갬벨얼리로 향조하여 특유하고 풍부한 과일 향과 부드러움을 느낄 수 있는 드라이한 와인이다. 브랜드명 시나브로는 나도 모르는 사이 조금씩이라는 순우리말로 소비자가 시나브로 반하게 되는 매력적인 와인을 만들자는 와이너리의 소망을 담고 있다. 한국와인품평회 동상 금상을 수상하고 아시아와인트로피 품평회에서 은상을 수상하여 맛과 품질을 인정 받았다.,시나브로 레드 드라이 
489,해방주는 대게의 고장으로 알려진 경북 영덕에 위치한 영덕주조에서 지역 특산물인 해방풍을 첨가하여 빚은 약주를 증류한 제품이다. 영덕 앞 바다에 떠오르는 태양빛을 닮은 색에 단맛과 신맛이 조화를 이루고 있다. 제조사 영덕주조는 대한민국 우리술 품평회에서 다양한 제품으로 우수한 성적을 거둔 곳으로 막걸리 약주 증류주 등 기능성재료를 활용하여 제품의 맛과 더불어 건강까지도 챙길 수 있는 술을 빚어내고 있다.,해방주 38% 
490,정고집 나주배 약주는 60여년이 넘는 세월 남도를 대표하는 막걸리를 빚어온 제조사 남도탁주에서 출시한 약주 주종이다. 나주를 대표하는 배를 원료로 22000시간의 저온 숙성과정을 거쳐 나온 제품으로 배의 시원한 맛과 은은한 향을 담고 있는 술이다. 나주배를 가공하여 부가가치 높은 술로 빚어 지역경제 활성화에도 기여하고 모든 국민이 즐기는 나주배를 술로 빚어 색다른 배의 맛을 선사하고 있다. 젊은 소비자에게 선택 받을 수 있도록 패키지와 라벨도 현대적이고 세련된 디자인하였다.,정고집 나주배 약주 9% 
491,기다림 34는 공인 사케 소믈리에면서 와인 소믈리에인 조태영 대표가 34세에 처음 출시하고 양조장의 지번이 34번지에 착안하여 이름 붙여진 프리미엄 막걸리이다. 우수한 자연재료와 뛰어난 양조기술을 바탕으로 동백꽃과 같이 우아한 향기를 내뿜는 명품 막걸리로써 쌀로 만들어진 술이라고 의심할 만큼의 부드러운 목 넘김과 긴 여운을 전해준다. 멥쌀 찹쌀 곡자(밀누룩) 정제수 이외에 어떠한 인공첨가물이 추가되지 않고 빚어낸다. 부산의 시화 동백꽃을 모티브로 하고 동백꽃의 꽃말이기도한 기다림을 브랜드로 하였다.,기다림 34 
492,그랑꼬또 M5610은 살짝 느껴지는 타닌감과 부드러운 산미 그리고 중간 정도의 단맛이 적절하게 조화를 이룬 스위트 로제와인이다. 장밋빛 색깔에 산딸기 체리 등 풍부한 과일향이 풍부하여 누구나 쉽게 마실 수 있는 스타일의 와인이다. 경기도 안산에 위치한 한국와인의 명가 그린영농조합에서 생산한 와인으로 안정된 맛과 믿을 수 있는 품질의 와인이다.,그랑꼬또 M5610 
493,한국 천주교의 성지 서산 해미에 위치한 세인트 하우스 와이너리에서 생산하는 매실을 가공하여 만든 와인이다. 과실이 당도 높고 잘 영글도록 네덜란드식 수경재배를 바탕으로 재배하는데 타이벡 농법을 적용하여 열매가 고르게 자라고 술을 빚기에 적합한 높은 당도를 자랑한다. 서산지역 최초로 GAP(농산물 우수관리제도) 인증을 받아 무농약 친환경의 과실을 생산하여 다양한 과실주를 빚고 있다.,해미읍성 매실와인 
494,배꽃담은 연 생 막걸리는 쌀누룩 이화곡을 연잎에 사서 빚어 탁주로 만든 이화주이다. 2018년 대한민국 우리술품평회 탁주부문에서 우수상을 수상하며 맛과 품질을 인정 받았다. 제조사 술빚는 전가네에서는 순수한 자연재료만을 사용하여 명성산에서 흘러내린 산정호수의 맑은 물과 기운을 제품에 담아내고 있다.,배꽃담은 연 생막걸리 
495,기다림 25는 술을 빚는데 큰 역할을 하는 효모가 좋아하는 온도 25도에서 100일간 발효시킨 술로써 술을 빚는 인간과 자연의 미생물의 조화로 만들어진다.누룩을 빚기 위해 100일 발효숙성을 위해 100일을 기다려 1일 200병만 한정 수량 생산하는 프리미엄 막걸리이다. 백미 찹쌀 곡자(밀누룩) 정제수 이외에 어떠한 인공첨가물이 추가되지 않고 빚어낸다. 부산의 시화 동백꽃을 모티브로 하고 동백꽃의 꽃말이기도한 기다림을 브랜드로 하였다.,기다림 25 
496,그랑꼬또 화이트와인은 한국에서 가장 많이 재배되는 식용 포도 품종인 캠벨엘리로 만든다. 적포도로 양종하기 때문에 살짝 오렌지 빛을 띄는 것이 특징이며 달콤한 과실향은 풍부하고 단맛이 매우 절제된 드라이한 맛을 지녔다. 부드러운 산미를 품고 있으어 가볍고 깔끔한 해산물 요리와 곁들이면 좋다. 경기도 안산에 위치한 한국와인의 명가 그린영농조합에서 생산한 와인으로 안정된 맛과 믿을 수 있는 품질의 와인이다.,그랑꼬또 화이트와인 
497,기다림 16은 효모가 향기를 생성하는 온도인 16도에서 100일간 저온 발효 시키는 술로써 저온 발효주의 부드러움과 와인과 흡사한 아로마와 부케를 즐길 수 있는 술이다. 특히 흑미는 안토시아닌이 풍부해서 건강하게 마실 수 있는 자연 그대로의 술이다. 누룩을 빚기 위해 100일 발효숙성을 위해 100일을 기다려 1일 200병만 한정 수량생산하는 프리미엄 막걸리이다. 부산의 시화 동백꽃을 모티브로 하고 동백꽃의 꽃말이기도한 기다림을 브랜드로 하였다.,기다림 16 
498,볼빨간 막걸리는 부산에서 재배한 찹쌀로 만든 수제 막걸리다. 볼빨간 막걸리를 빚고 있는 벗드림의 김성욱 대표가 술을 마시면 볼이 빨개져서 볼빨간 막걸리라 이름 지었단다. 쌀과 누룩 그리고 물만으로 빚은 술로 찹쌀의 깊은 풍미와 단맛 그리고 산미가 잘 조화 되었다. 전통누룩을 사용하는데 발효과정에서 만들어지는 시트러스향 플로랄향이 싱그러운 술이다.,볼빨간막걸리 7 
499,막시모40은 경북 예천의 친환경 오미자를 원료로 국세청으로부터 이전 받은 특허공법과 농업회사법인(주)착한농부의 주류 생산 역량이 결합하여 탄생한 프리미엄 오미자 증류주이다. 맑고 투명한 주황 빛깔에 오미자 특유의 오묘하고 상큼한 향 그리고 오미자의 다섯 가지 맛을 느낄 수 있는 제품이다. 다수의 주류품평회에서 수상하여 맛과 품질을 인정 받았다.,막시모40 
500,편백숲 산소막걸리는 제조사 청산녹수에서 개발한 O2 발효기술과 한국식품연구원이 찾은 토종효모를 사용하여 부드럽고 새콤달콤한 청량한 산소 같은 느낌의 막걸리다.산소막걸리는 O2 발효기술뿐 아니라 효모가 발효할 때 자연적으로 발생하는 바나나 또는 멜론 향기를 막걸리에 담기 위해 업계에서는 매우 이례적으로 15℃ 이하의 극저온에서 장기간 발효하는 비용이 많이 들어가는 방법을 채택하여 맛과 향기 두 가지 측면에서 모두 국내 막걸리 수준을 한 단계 높였다는 평가를 받고 있다.,편백숲 산소막걸리 순수령 
501,천년담주는 대숲 맑은 담양의 청정자연 그대로 친환경 쌀과 신선한 벌꿀을 넣어 만든 프리미엄 약주이다. 일체의 인공감미료를 첨가하지 않고 생대나무 분말과 갈대뿌리 국내산 천연벌꿀을 원료로 빚어 깔끔함과 감칠맛이 뛰어나다. 2019년 남도 전통주품평회 약청주부문에서 최우수상을 수상하고 2019년 7월 남도의 술로 선정되었다.,천년담주 
502,청송 얼음골 동동주는 청송을 대표하는 막걸리로 알콜올 도수 6도로 청정지역 청송의 깨끗한 자연환경에서 빚어내는 막걸리입니다. 쌀과 밀의 조화로운 발효로 빚고 있으며 막걸리 특유의 구수한 향과 예스러움을 간직한 막걸리입니다. 청송 얼음골 동동주는 청송 쌀과 밀 그리고 시골인심을 버무려 빚은 막걸리다. 깊고 은은한 뒷맛이 일품이고 많이 마셔도 다음날 머리가 아프지 않다.,청송 얼음골 동동주 
503,석탄주는 애석할 석(惜)자 삼킬 탄(呑)으로서 옛 고서에서 술의 맛과 향이 우수하여 감히 삼키기가 아깝다라고 전해오고 있다. 임원십육지를 비롯해서 양주방 음식방문 조선무쌍신식요리제법 등 여러 고문에서 석탄향에 대한 기록을 찾을 수 있는 것으로 보아 당시에는 상당히 대중적인 술이었음을 알 수 있다. 석탄주 탁주 는 기록으로만 전해오던 가양주를 복원한 값진 술이다.,석탄주 탁주 
504,경기전은 수줍은 붉은 빛이 매력적인 술로 국내산 보리 특유의 맛과 향이 그대로 배어 있다. 혀에 닿는 순간 고소한 비스킷의 맛 그리고 입안에 감기는 허브의 쓴맛과 소나무에서 느껴지는 흙 내음이 조화를 이루고 있다. 제조사 전주술로시티는 3013년 설립 때부터 국산보리를 원료로 사용하여 제품을 생산하였으며 2018년부터는 전북의 무농약 보리를 사용하여 보다 자연친화적이고 맛 있는 술을 생산하고 있다.,경기전 
505,모월은 단순히 전통적 방식을 재현한 약주를 넘어 동시대를 사는 우리의 정신을 담아낸 술이다. 100일 이상 저온 발효와 숙성으로 거쳐 달지 않고 상큼한 맛과 드라이한 끝맛이 일품이다. 병풍처럼 둘러진 치악산 아래 위치한 원주는 예로부터 텃세가 없고 정이 많은 곳이라 누구라도 살기 좋은 고장으로 치악산과 원주를 ‘모월산’ 또는 ‘모월’이라 불렀다. 협동조합 주담은 그러한 어머니와 달 같은 따뜻한 이미지의 이름을 따라 ‘모월’이라는 우리 술을 빚고 있다.,모월 청 
506,한국 천주교의 성지 서산 해미에 위치한 세인트 하우스 와이너리에서 생산하는 살구를 가공하여 만든 와인이다. 과실이 당도 높고 잘 영글도록 네덜란드식 수경재배를 바탕으로 재배하는데 타이벡 농법을 적용하여 열매가 고르게 자라고 술을 빚기에 적합한 높은 당도를 자랑한다. 서산지역 최초로 GAP(농산물 우수관리제도) 인증을 받아 무농약 친환경의 과실을 생산하여 다양한 과실주를 빚고 있다.,해미읍성 살구와인 
507,포엠 레드 스위트와인은 제조사 갈기산포도농원에서 유기농법으로 직접 재배한 MBA 품종과 캠벨얼리 품종을 브랜딩하여 만든 붉은빛의 스위트와인이다. 달콤한 맛에 와인 초보자도 부담 없이 마실 수 있는 가벼운 와인이다. 갈기산 포도농원은 국립농산물품질관리원에서 대한민국 대표농장 스타팜으로 인증받은 곳으로 안전하고 신뢰받는 농식품생산을 하고 있다.,포엠 레드 스위트와인 
508,주산지 막걸리는 청송을 대표하는 전통방식의 토속 막걸리다. 알콜올 도수 6도로 청정지역 청송의 깨끗한 자연환경에서 빚어내는 막걸리다. 쌀과 밀의 조화로운 발효로 빚고 있으며 쌀은 묵은 쌀이 아닌 햅쌀만을 사용하여 최고의 품질을 유지하고 있다. 장시간 발효를 하므로 두통과 숙취가 없고 담백하고 깔끔한 맛을 낸다.,주산지 막걸리 
